ID,MENU,PRICE,NAME,DESCRIPTION,KEY
49,49,3,3,9.00,9.00,"WONTON EGG NOODLE SOUP (Wonton Mi)	","WONTON EGG NOODLE SOUP (Wonton Mi)	","-Egg noodle, chicken and shrimp wontons in chicken broth","-Egg noodle, chicken and shrimp wontons in chicken broth",SO5,SO5
50,50,3,3,10.00,10.00,"*THAI STYLE SEAFOOD RICE NOODLE SOUP (Pho Thai)","*THAI STYLE SEAFOOD RICE NOODLE SOUP (Pho Thai)","-Rice noodle w/ shrimp, calamari, mussels, crab and fish ball","-Rice noodle w/ shrimp, calamari, mussels, crab and fish ball",SO6,SO6
226,226,3,3,7.00,7.00,"HOT AND SOUR SOUP","HOT AND SOUR SOUP","-Bamboo shoots and mushrooms in mild eggs drop soup","-Bamboo shoots and mushrooms in mild eggs drop soup",SO7,SO7
69,69,8,8,0.00,0.00,"*PAD THAI","*PAD THAI","Thai rice noodles, egg, bean sprouts, carrots and onions in tamarind and tomato sauce. Garnished with roasted peanuts.","Thai rice noodles, egg, bean sprouts, carrots and onions in tamarind and tomato sauce. Garnished with roasted peanuts.",T1,T1
70,70,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T1A,T1A
126,126,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,"T1B ","T1B "
127,127,8,8,12.00,12.00,"C) Beef","C) Beef",,,"T1C ","T1C "
128,128,8,8,13.00,13.00,"D) Tiger Shrimp","D) Tiger Shrimp",,,"T1D ","T1D "
129,129,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)",,,"T1E ","T1E "
130,130,8,8,0.00,0.00,"*THAI RED OR GREEN CURRY","*THAI RED OR GREEN CURRY","Red chili curry, mushrooms, eggplant and mixed vegetable served with rice","Red chili curry, mushrooms, eggplant and mixed vegetable served with rice",T2,T2
131,131,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T2A,T2A
132,132,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,T2B,T2B
133,133,8,8,12.00,12.00,"C) Beef","C) Beef",,,T2C,T2C
134,134,8,8,13.00,13.00,"D) Tiger Shrimp","D) Tiger Shrimp",,,T2D,T2D
135,135,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)",,,T2E,T2E
136,136,8,8,0.00,0.00,"SPICY GOLDEN CURRY","SPICY GOLDEN CURRY","Mixed peppers and onions, lemongrass, red chili in Thai curry","Mixed peppers and onions, lemongrass, red chili in Thai curry",T3,T3
137,137,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T3A,T3A
138,138,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,T3B,T3B
139,139,8,8,12.00,12.00,"C) Beef","C) Beef",,,T3C,T3C
140,140,8,8,13.00,13.00,"D) Tiger Shrimp","D) Tiger Shrimp",,,T3D,T3D
141,141,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)",,,T3E,T3E
142,142,8,8,0.00,0.00,"PEANUT CURRY","PEANUT CURRY","Mixed vegetables, mushrooms, roasted peanut in special home-made Thai curry","Mixed vegetables, mushrooms, roasted peanut in special home-made Thai curry",T4,T4
143,143,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T4A,T4A
144,144,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,T4B,T4B
145,145,8,8,12.00,12.00,"C) Beef","C) Beef",,,T4C,T4C
147,147,8,8,13.00,13.00,"D) Tiger Shrimp","D) Tiger Shrimp",,,T4D,T4D
148,148,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)",,,T4E,T4E
229,229,8,8,0.00,0.00,"PINEAPPLE CURRY","PINEAPPLE CURRY","Mixed vegetables, mushrooms, fresh pineapple in special home-made Thai curry","Mixed vegetables, mushrooms, fresh pineapple in special home-made Thai curry",T5,T5
230,230,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T5A,T5A
231,231,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,T5B,T5B
232,232,8,8,12.00,12.00,"C) Beef","C) Beef",,,T5C,T5C
233,233,8,8,13.00,13.00,"D) Tiger shrimp","D) Tiger shrimp",,,T5D,T5D
234,234,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)",,,T5E,T5E
235,235,8,8,0.00,0.00,"*BASIL THAI SPICY NOODLE","*BASIL THAI SPICY NOODLE","Thai rice noodle, egg, onions, carrots and basil leaves in soda sauce","Thai rice noodle, egg, onions, carrots and basil leaves in soda sauce",T6,T6
236,236,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T6A,T6A
237,237,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,T6B,T6B
238,238,8,8,12.00,12.00,"C) Beef","C) Beef",,,T6C,T6C
239,239,8,8,13.00,13.00,"D) Tiger shrimp","D) Tiger shrimp",,,T6D,T6D
240,240,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels",,,T6E,T6E
